Team,Goals For Per Game,Goals Allowed Per Game,+/- GPG,+/- GPG Z-Score,Hitting %,Opp Hitting %,+/- Hitting %,+/- Hitting % Z-Score,Points Per Game,Points Allowed Per Game,+/- PPG,+/- PPG Z-Score,Avg_Z_Score
UNLV,1.25,1.3,-0.050000000000000044,-0.07913955854528418,0.209,0.216,-0.007000000000000006,-0.19249532934264135,39.8,23.78,16.019999999999996,1.14851889100586,0.2922946677059781
Harvard,1.75,1.125,0.625,0.6321932045988997,0.198,0.197,0.0010000000000000009,-0.05639990541249362,,,,,0.28789664959320305
Stanford,1.39,0.833,0.5569999999999999,0.5605330151265967,0.309,0.198,0.11099999999999999,1.8149121736270362,20.4,34.56,-14.160000000000004,-1.5189998520804553,0.28548177889105913
Ga. Southern,1.21,1.368,-0.15800000000000014,-0.19295280064835368,0.265,0.177,0.08800000000000002,1.4236378298278622,29.2,30.44,-1.240000000000002,-0.37704020460944143,0.28454827485668904
Mississippi St.,1.95,0.419,1.531,1.5869598466857597,0.229,0.217,0.01200000000000001,0.13073130249145953,27.6,34.4,-6.799999999999997,-0.8684717556882983,0.28307313116297367
Denver,1.79,1.158,0.6320000000000001,0.639569988809284,0.22,0.221,-0.0010000000000000009,-0.09042376139503056,,,,,0.27457311370712667
Florida,0.72,1.056,-0.3360000000000001,-0.38053388485526435,0.307,0.219,0.088,1.4236378298278618,28.1,27.56,0.5400000000000027,-0.21971139868851192,0.27446418209469514
Missouri St.,1.6,1.05,0.55,0.5531562309162127,0.216,0.213,0.0030000000000000027,-0.02237604942995668,,,,,0.265390090743128
Wake Forest,1.94,0.659,1.281,1.3235032677434695,0.187,0.175,0.01200000000000001,0.13073130249145953,28.1,32.67,-4.57,-0.6713688134390446,0.2609552522652948
Bethune-Cookman,,,,,0.178,0.159,0.01899999999999999,0.24981479843033838,,,,,0.24981479843033838
Montana,1.53,0.52,1.01,1.0379163361700268,0.184,0.212,-0.027999999999999997,-0.5497458171592787,,,,,0.24408525950537402
South Fla.,1.74,0.572,1.1680000000000001,1.2044208940615544,0.236,0.226,0.009999999999999981,0.09670744650892213,25.2,28.78,-3.580000000000002,-0.5838657135167302,0.23908754235124877
Long Beach St.,1.11,1.5,-0.3899999999999999,-0.4374405059067989,0.218,0.16,0.057999999999999996,0.9132799900898082,,,,,0.23791974209150465
Grambling,2.1,1.526,0.5740000000000001,0.5784480624946725,0.163,0.165,-0.0020000000000000018,-0.10743568938629904,,,,,0.23550618655418673
San Diego St.,1.95,1.667,0.2829999999999999,0.27178460460584647,0.262,0.19,0.07200000000000001,1.1514469819675668,21.8,26.89,-5.09,-0.7173300376406644,0.2353005163109163
Drake,1.29,1.429,-0.139,-0.17293010064873948,0.217,0.178,0.03900000000000001,0.5900533582557078,,,,,0.20856162880348417
Eastern Wash.,1.74,1.203,0.5369999999999999,0.5394564888112134,0.199,0.203,-0.0040000000000000036,-0.14145954536883595,,,,,0.19899847172118873
UTRGV,1.26,1.211,0.04899999999999993,0.02518924671586277,0.253,0.227,0.025999999999999995,0.36889829436921767,,,,,0.19704377054254021
ETSU,1.19,1.385,-0.19500000000000006,-0.23194437433181259,0.202,0.161,0.04100000000000001,0.6240772142382447,,,,,0.19606641995321605
Toledo,0.89,0.889,0.0010000000000000009,-0.0253944164410569,0.203,0.193,0.010000000000000009,0.0967074465089226,29.9,21.1,8.799999999999997,0.5103649703602936,0.19389266680938644
Cal Poly,1.16,1.474,-0.31400000000000006,-0.3573497059083428,0.248,0.2,0.04799999999999999,0.7431607101771235,,,,,0.19290550213439034
UCLA,1.41,0.318,1.0919999999999999,1.1243300940630978,0.248,0.22,0.027999999999999997,0.4029221503517546,18.8,26.67,-7.870000000000001,-0.9630458131800931,0.18806881041158643
UTEP,0.82,1.059,-0.239,-0.2783127322256556,0.285,0.161,0.12399999999999997,2.036067237513526,19.2,29.7,-10.5,-1.1955035432767467,0.18741698733704118
Marquette,1.1,1.7,-0.5999999999999999,-0.6587440322183227,0.26,0.196,0.064,1.015351558037419,,,,,0.1783037629095482
UIW,0.89,0.895,-0.0050000000000000044,-0.03171737433567187,0.222,0.195,0.026999999999999996,0.3859102223604861,,,,,0.1770964240124071
UIC,1.05,1.25,-0.19999999999999996,-0.23721350591065826,0.23,0.192,0.038000000000000006,0.5730414302644393,,,,,0.16791396217689053
Cincinnati,1.26,1.421,-0.16100000000000003,-0.19611427959566105,0.237,0.209,0.027999999999999997,0.4029221503517546,28.6,22.22,6.380000000000003,0.2964685038835252,0.16775879154653958
Wright St.,1.12,2.0,-0.8799999999999999,-0.9538154006336879,0.261,0.181,0.08000000000000002,1.2875424058977145,,,,,0.16686350263201333
Arizona,1.68,0.895,0.7849999999999999,0.8008054151219655,0.255,0.207,0.048000000000000015,0.743160710177124,22.1,31.11,-9.009999999999998,-1.0638069585451824,0.1600530555846357
Samford,1.76,1.524,0.236,0.222254767764696,0.223,0.213,0.010000000000000009,0.0967074465089226,,,,,0.1594811071368093
Morehead St.,1.14,0.99,0.1499999999999999,0.13162570460854803,0.209,0.194,0.014999999999999986,0.1817670864652645,,,,,0.15669639553690626
Old Dominion,1.2,0.841,0.359,0.3518754046043028,0.218,0.192,0.025999999999999995,0.36889829436921767,25.4,25.22,0.17999999999999972,-0.25153070775117203,0.15641433040744948
Utah St.,2.7,0.609,2.091,2.1771025835164903,0.217,0.222,-0.0050000000000000044,-0.15847147336010442,27.8,42.33,-14.529999999999998,-1.5517030308392996,0.15564269310569542
Rice,1.5,1.112,0.3879999999999999,0.3824363677616084,0.238,0.203,0.034999999999999976,0.5220056462906334,21.7,23.7,-2.0,-0.44421430151950086,0.15340923751091365
Furman,1.6,1.35,0.25,0.23700833618546427,0.208,0.2,0.00799999999999998,0.0626835905263852,,,,,0.14984596335592473
Jacksonville St.,2.21,1.684,0.526,0.5278643993377528,0.172,0.209,-0.037000000000000005,-0.702853169080695,39.2,29.22,9.980000000000004,0.6146615945101236,0.14655760825572714
Colgate,1.37,1.789,-0.4189999999999998,-0.46800146906410445,0.244,0.197,0.046999999999999986,0.7261487821858551,,,,,0.12907365656087533
Sacramento St.,0.95,1.113,-0.16300000000000003,-0.1982219322271994,0.229,0.199,0.03,0.43694600633429154,,,,,0.11936203705354607
Iowa St.,1.06,1.556,-0.496,-0.54914609537833,0.222,0.213,0.009000000000000008,0.07969551851765413,31.1,18.78,12.32,0.8214871034174122,0.11734550885224541
Eastern Ky.,1.26,1.373,-0.11299999999999999,-0.14553061643874127,0.227,0.201,0.025999999999999995,0.36889829436921767,,,,,0.1116838389652382
Boston U.,1.45,1.321,0.129,0.10949535197739575,,,,,,,,,0.10949535197739575
Murray St.,1.28,1.167,0.11299999999999999,0.09263413092508915,0.214,0.204,0.010000000000000009,0.0967074465089226,,,,,0.09467078871700588
Ball St.,1.78,1.444,0.3360000000000001,0.3276373993416122,0.267,0.185,0.08200000000000002,1.3215662618802515,27.0,40.1,-13.100000000000001,-1.4253096642848455,0.07463133231233939
Chattanooga,1.0,1.256,-0.256,-0.29622777959373137,0.23,0.2,0.03,0.43694600633429154,,,,,0.07035911337028009
UC Irvine,1.0,1.105,-0.10499999999999998,-0.13710000591258797,0.2,0.181,0.019000000000000017,0.24981479843033885,,,,,0.05635739625887544
South Dakota,1.22,1.711,-0.4910000000000001,-0.5438769637994844,0.227,0.185,0.04200000000000001,0.6410891422295132,,,,,0.048606089215014414
Idaho St.,0.53,1.647,-1.117,-1.2035722374709792,0.259,0.18,0.07900000000000001,1.2705304779064461,,,,,0.03347912021773347
California,2.26,1.526,0.7339999999999998,0.747060273017738,0.183,0.25,-0.067,-1.2132110088187487,28.7,19.33,9.370000000000001,0.5607455430428386,0.03153160241394267
UC Santa Barbara,1.23,0.891,0.33899999999999997,0.3307988782889196,0.217,0.229,-0.01200000000000001,-0.2775549692989837,,,,,0.02662195449496793
Louisiana,1.3,1.1,0.19999999999999996,0.18431702039700615,0.158,0.214,-0.055999999999999994,-1.0260798009147953,35.2,21.78,13.420000000000002,0.9187127699977617,0.025649996493324185
Michigan St.,2.05,0.735,1.315,1.3593333624796209,0.205,0.238,-0.033,-0.6348054571156211,19.8,24.11,-4.309999999999999,-0.6483882013382346,0.025379901341921734
Colorado,1.35,0.95,0.40000000000000013,0.3950822835508386,0.206,0.257,-0.05100000000000002,-0.9410201609584535,32.4,22.56,9.84,0.6022874187635333,0.018783180451972803
West Virginia,1.74,0.941,0.799,0.8155589835427338,0.207,0.238,-0.031,-0.6007816011330842,29.0,27.89,1.1099999999999994,-0.1693308260059675,0.015148852134560705
UCF,1.53,1.533,-0.0029999999999998916,-0.02960972170413343,0.237,0.247,-0.010000000000000009,-0.24353111331644678,33.0,26.4,6.600000000000001,0.315913637199595,0.014257600726338249
Norfolk St.,,,,,0.22,0.215,0.0050000000000000044,0.011647806552580258,,,,,0.011647806552580258
LSU,1.6,1.6,0.0,-0.02644824275682606,0.229,0.236,-0.0069999999999999785,-0.19249532934264088,30.6,24.89,5.710000000000001,0.23724923423913036,0.006101887379887806
Clemson,1.18,1.647,-0.4670000000000001,-0.5185851322210245,0.18,0.209,-0.028999999999999998,-0.5667577451505472,37.7,22.44,15.260000000000002,1.0813447940958008,-0.001332694425256964
Arkansas St.,0.81,0.938,-0.1279999999999999,-0.1613380111752786,0.224,0.14,0.08399999999999999,1.355590117862788,23.4,34.0,-10.600000000000001,-1.2043422402385968,-0.0033633778503624847
St. John's (NY),1.17,1.389,-0.21900000000000008,-0.25723620591027246,0.206,0.187,0.01899999999999999,0.24981479843033838,,,,,-0.0037107037399670417
Virginia Tech,1.42,0.74,0.6799999999999999,0.6901536519662035,0.173,0.229,-0.05600000000000002,-1.026079800914796,29.1,22.5,6.600000000000001,0.315913637199595,-0.006670837249665847
Buffalo,1.35,0.7,0.6500000000000001,0.6585388624931289,0.21,0.211,-0.0010000000000000009,-0.09042376139503056,26.9,30.7,-3.8000000000000007,-0.6033108468328,-0.011731915244900581
Northern Ky.,1.55,1.25,0.30000000000000004,0.28969965197392233,0.18,0.195,-0.015000000000000013,-0.32859075327278914,,,,,-0.019445550649433402
Brown,1.24,1.235,0.004999999999999893,-0.021179111177980367,0.215,0.212,0.0030000000000000027,-0.02237604942995668,,,,,-0.021777580303968522
Bryant,1.28,1.389,-0.10899999999999999,-0.14131531117566462,0.197,0.187,0.010000000000000009,0.0967074465089226,,,,,-0.02230393233337101
Central Mich.,1.11,1.333,-0.22299999999999986,-0.26145151117334886,0.24,0.171,0.06899999999999998,1.100411197993761,23.9,31.8,-7.900000000000002,-0.9656974222686482,-0.042245911816078695
Navy,1.62,1.571,0.049000000000000155,0.025189246715863003,0.148,0.207,-0.059,-1.077115584888601,35.7,22.22,13.480000000000004,0.9240159881748718,-0.04263678333262203
New Mexico St.,1.75,1.35,0.3999999999999999,0.3950822835508383,0.242,0.167,0.07499999999999998,1.2024827659413717,20.6,37.11,-16.509999999999998,-1.7267092306839287,-0.04304806039723955
Dartmouth,1.5,1.25,0.25,0.23700833618546427,0.179,0.194,-0.015000000000000013,-0.32859075327278914,,,,,-0.045791208543662434
Sam Houston,1.39,1.241,0.1489999999999998,0.13057187829277875,0.161,0.181,-0.01999999999999999,-0.413650393229131,24.9,20.44,4.459999999999997,0.12676552221600568,-0.0521043309067822
Little Rock,0.89,0.895,-0.0050000000000000044,-0.03171737433567187,0.184,0.184,0.0,-0.07341183340376209,,,,,-0.05256460386971698
Loyola Maryland,1.37,1.058,0.31200000000000006,0.3023455677631523,0.185,0.207,-0.021999999999999992,-0.44767424921166793,,,,,-0.07266434072425781
N.C. A&T,,,,,0.193,0.194,-0.0010000000000000009,-0.09042376139503056,,,,,-0.09042376139503056
DePaul,1.0,1.434,-0.43399999999999994,-0.48380886380064203,0.222,0.2,0.021999999999999992,0.3008505824041438,,,,,-0.09147914069824911
San Diego,0.74,2.0,-1.26,-1.3542694006259692,0.243,0.17,0.07299999999999998,1.1684589099588347,,,,,-0.09290524533356725
VCU,0.83,1.333,-0.503,-0.5565228795887142,0.25,0.224,0.025999999999999995,0.36889829436921767,,,,,-0.09381229260974824
Davidson,1.37,1.006,0.3640000000000001,0.35714453618314873,0.231,0.26,-0.028999999999999998,-0.5667577451505472,,,,,-0.10480660448369924
Northern Ariz.,0.94,1.277,-0.33699999999999997,-0.3815877111710334,0.197,0.183,0.014000000000000012,0.1647551584739965,,,,,-0.10841627634851846
Hawaii,1.24,1.286,-0.04600000000000004,-0.07492425328220752,0.243,0.236,0.007000000000000006,0.045671662535117195,22.0,22.7,-0.6999999999999993,-0.3293112410154515,-0.1195212772541806
Penn,0.81,1.25,-0.43999999999999995,-0.490131821695257,0.242,0.223,0.01899999999999999,0.24981479843033838,,,,,-0.1201585116324593
San Jose St.,0.47,1.947,-1.477,-1.5829497111478774,0.22,0.153,0.067,1.0663873420112244,28.8,24.11,4.690000000000001,0.14709452522826091,-0.12315594796946401
Saint Francis,0.94,1.222,-0.28200000000000003,-0.3236272638037296,0.201,0.193,0.008000000000000007,0.06268359052638567,,,,,-0.13047183663867196
Kansas St.,0.94,1.5,-0.56,-0.6165909795875565,0.198,0.215,-0.016999999999999987,-0.36261460925532557,31.2,21.67,9.529999999999998,0.5748874581817982,-0.1347727102203613
Mount St. Mary's,1.22,1.333,-0.11299999999999999,-0.14553061643874127,,,,,,,,,-0.14553061643874127
Wichita St.,,,,,0.217,0.222,-0.0050000000000000044,-0.15847147336010442,,,,,-0.15847147336010442
Northern Colo.,0.63,1.789,-1.1589999999999998,-1.2478329427332837,0.255,0.196,0.059,0.9302919180810767,,,,,-0.1587705123261035
Tarleton St.,1.45,0.95,0.5,0.5004649151277546,0.18,0.224,-0.04400000000000001,-0.8219366650195743,,,,,-0.16073587494590985
Jackson St.,1.06,1.938,-0.8779999999999999,-0.9517077480021495,0.224,0.184,0.04000000000000001,0.6070652862469762,,,,,-0.17232123087758666
San Francisco,0.83,1.889,-1.0590000000000002,-1.142450311156368,0.253,0.202,0.05099999999999999,0.794196494150929,,,,,-0.1741269085027195
Tulsa,1.95,1.4,0.55,0.5531562309162127,0.195,0.171,0.023999999999999994,0.33487443838668074,24.8,37.78,-12.98,-1.4147032279306255,-0.17555751954257737
NC State,1.0,1.278,-0.278,-0.31941195854065296,0.222,0.206,0.016000000000000014,0.19877901445653343,28.6,30.6,-2.0,-0.44421430151950086,-0.1882824152012068
Cornell,0.75,1.875,-1.125,-1.2120028479971325,0.231,0.178,0.05300000000000002,0.8282203501334664,,,,,-0.19189124893183307
UC San Diego,0.79,1.368,-0.5780000000000001,-0.6355598532714014,0.2,0.181,0.019000000000000017,0.24981479843033885,,,,,-0.1928725274205313
Coastal Carolina,1.05,1.298,-0.248,-0.2877971690675781,0.216,0.215,0.0010000000000000009,-0.05639990541249362,31.7,31.44,0.259999999999998,-0.2444597501816922,-0.19621894155392128
Fordham,1.89,1.421,0.46899999999999986,0.4677962993389104,0.179,0.226,-0.047000000000000014,-0.8729724489933797,,,,,-0.20258807482723462
Villanova,1.06,1.222,-0.16199999999999992,-0.1971681059114301,0.214,0.222,-0.008000000000000007,-0.20950725733390982,,,,,-0.20333768162266996
North Dakota St.,1.53,0.988,0.542,0.5447256203900593,0.181,0.233,-0.05200000000000002,-0.958032088949722,,,,,-0.20665323427983134
Purdue,1.22,1.222,-0.0020000000000000018,-0.028555895388364387,0.278,0.19,0.08800000000000002,1.4236378298278622,18.0,37.78,-19.78,-2.0157346213364224,-0.20688422896564154
Syracuse,1.17,1.673,-0.5030000000000001,-0.5565228795887144,0.19,0.191,-0.0010000000000000009,-0.09042376139503056,31.7,28.56,3.1400000000000006,0.010094722319586608,-0.21228397288805279
FIU,2.11,0.737,1.3729999999999998,1.420455288794232,0.137,0.238,-0.10099999999999998,-1.7916165605218757,24.9,24.89,0.00999999999999801,-0.2665564925863171,-0.21257258810465354
UTSA,1.17,0.833,0.33699999999999997,0.32869122565738124,0.194,0.214,-0.01999999999999999,-0.413650393229131,29.3,32.56,-3.2600000000000016,-0.5555818832388104,-0.21351368360352008
Marshall,0.94,1.438,-0.498,-0.5512537480098684,0.193,0.216,-0.022999999999999993,-0.4646861772029364,30.6,23.33,7.270000000000003,0.37513290684398987,-0.2136023394562716
Houston Christian,1.05,1.474,-0.42399999999999993,-0.4732706006429504,0.212,0.205,0.007000000000000006,0.045671662535117195,,,,,-0.2137994690539166
North Florida,1.35,1.35,0.0,-0.02644824275682606,0.216,0.236,-0.01999999999999999,-0.413650393229131,,,,,-0.22004931799297853
Saint Mary's (CA),1.28,1.222,0.05800000000000005,0.03467368355778535,0.221,0.245,-0.023999999999999994,-0.48169810519420486,,,,,-0.22351221081820977
Winthrop,0.86,1.643,-0.783,-0.8515942480040793,0.213,0.185,0.027999999999999997,0.4029221503517546,,,,,-0.22433604882616237
George Washington,0.94,2.0,-1.06,-1.143504137472137,0.24,0.195,0.044999999999999984,0.6921249262033181,,,,,-0.22568960563440948
Central Ark.,1.56,2.222,-0.6619999999999999,-0.7240812637960108,0.231,0.211,0.020000000000000018,0.2668267264216073,,,,,-0.22862726868720173
App State,1.42,1.526,-0.1060000000000001,-0.13815383222835725,0.235,0.205,0.03,0.43694600633429154,26.6,34.78,-8.18,-0.9904457737618279,-0.23055119988529785
Eastern Mich.,0.83,0.778,0.051999999999999935,0.028350725663170255,0.163,0.202,-0.03900000000000001,-0.7368770250632319,29.2,26.33,2.870000000000001,-0.013769759477408222,-0.24076535295915666
Wofford,1.25,2.55,-1.2999999999999998,-1.3964224532567355,0.224,0.166,0.057999999999999996,0.9132799900898082,,,,,-0.24157123158346366
NIU,1.53,1.158,0.3720000000000001,0.365575146709302,0.168,0.248,-0.07999999999999999,-1.4343660727052383,25.4,18.78,6.619999999999997,0.3176813765919646,-0.2503698498013239
Northwestern St.,1.67,1.6,0.06999999999999984,0.04731959934701506,0.189,0.217,-0.027999999999999997,-0.5497458171592787,,,,,-0.25121310890613185
